Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,640.53,безналичный,Минск,БелАгропромбанк-OBZT-859,17-09-2003,11:39:28,неправильный ввод пин-кода,да,27.26
физ. лицо,получение средств,538.86,безналичный,Минск,БелАгропромбанк-KJZE-555,24-10-2000,17:10:10,успешно,нет,0.0
юр. лицо,получение средств,3255.84,наличный,Минск,Приорбанк-GFHM-473,17-05-2004,07:40:29,успешно,нет,0.0
юр. лицо,списание средств,227.24,безналичный,Минск,МаксБанк-WNIK-672,14-02-2016,11:29:13,успешно,нет,0.0
юр. лицо,списание средств,247.4,наличный,Минск,МаксБанк-VICS-623,11-10-2002,07:24:51,недостаточно средств,да,24.67
юр. лицо,получение средств,1409.19,безналичный,Минск,МаксБанк-SUQG-187,18-07-2008,19:08:40,успешно,нет,0.0
физ. лицо,получение средств,1979.46,безналичный,Минск,Беларусбанк-GLSH-927,29-11-2001,17:34:11,успешно,нет,0.0
физ. лицо,списание средств,4826.92,безналичный,Минск,БелАгропромбанк-WPMK-057,27-04-2006,22:44:26,успешно,нет,0.0
физ. лицо,списание средств,4447.85,наличный,Минск,Белинвестбанк-VFCV-057,18-09-2004,20:29:02,недостаточно средств,нет,0.0
физ. лицо,получение средств,4875.99,безналичный,Минск,Белинвестбанк-RBPK-947,02-03-2019,06:00:59,успешно,нет,0.0
физ. лицо,получение средств,1756.3,наличный,Минск,Приорбанк-XTGP-475,07-05-2002,00:17:56,успешно,нет,0.0
юр. лицо,получение средств,2398.25,наличный,Минск,Приорбанк-ELIT-483,27-03-2014,11:44:48,успешно,нет,0.0
физ. лицо,списание средств,3814.65,наличный,Минск,Беларусбанк-OXWU-794,12-03-2014,14:46:47,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1337.53,безналичный,Минск,Беларусбанк-PMIN-493,11-11-2019,17:26:05,неправильный ввод пин-кода,да,77.98
юр. лицо,получение средств,3036.83,безналичный,Минск,Белинвестбанк-SDUG-228,03-03-2016,14:04:38,успешно,нет,0.0
юр. лицо,получение средств,1806.48,наличный,Минск,Беларусбанк-XBSF-087,09-09-2005,15:22:46,успешно,нет,0.0
физ. лицо,списание средств,2808.15,наличный,Минск,Белинвестбанк-EIYD-772,20-03-2003,23:32:15,успешно,да,242.72
физ. лицо,получение средств,605.79,безналичный,Минск,Беларусбанк-LOQF-561,28-10-2007,14:11:36,успешно,нет,0.0
юр. лицо,списание средств,2114.76,наличный,Минск,БелАгропромбанк-XBZQ-014,25-08-2004,13:47:03,недостаточно средств,нет,0.0
юр. лицо,списание средств,1559.21,безналичный,Минск,МаксБанк-TOPX-162,18-07-2002,09:22:08,недостаточно средств,да,42.62
физ. лицо,получение средств,3474.63,наличный,Минск,МаксБанк-XEDQ-919,05-04-2003,17:51:47,успешно,нет,0.0
юр. лицо,списание средств,2774.0,наличный,Минск,Беларусбанк-DDCL-817,02-09-2001,13:01:12,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1525.31,безналичный,Минск,МаксБанк-XYXZ-581,29-04-2024,07:01:59,успешно,нет,0.0
юр. лицо,получение средств,4068.79,безналичный,Минск,Беларусбанк-WHDV-945,07-05-2011,05:54:46,успешно,нет,0.0
физ. лицо,получение средств,3612.64,безналичный,Минск,МаксБанк-VMAK-482,30-07-2011,04:40:06,успешно,нет,0.0
физ. лицо,получение средств,730.29,наличный,Минск,Беларусбанк-KQVA-985,09-08-2010,15:53:27,успешно,нет,0.0
физ. лицо,списание средств,1214.83,безналичный,Минск,Беларусбанк-DVWL-779,18-10-2009,22:40:46,недостаточно средств,нет,0.0
юр. лицо,получение средств,1877.33,наличный,Минск,Белинвестбанк-QWNY-470,11-06-2018,19:43:00,успешно,нет,0.0
юр. лицо,списание средств,3650.28,безналичный,Минск,Белинвестбанк-USRE-693,06-09-2005,01:41:17,успешно,да,184.8
юр. лицо,получение средств,1035.35,безналичный,Минск,Беларусбанк-KSGL-621,02-12-2009,05:17:26,успешно,нет,0.0
физ. лицо,списание средств,3475.73,наличный,Минск,Белинвестбанк-PMOY-618,22-05-2010,17:28:44,успешно,нет,0.0
юр. лицо,списание средств,3649.47,наличный,Минск,БелАгропромбанк-UWNR-384,15-12-2008,00:53:35,недостаточно средств,да,95.62
юр. лицо,списание средств,4811.11,безналичный,Минск,МаксБанк-FTJD-871,15-05-2024,18:34:49,недостаточно средств,нет,0.0
юр. лицо,получение средств,2822.81,наличный,Минск,Приорбанк-RTYK-581,29-09-2013,22:30:12,успешно,нет,0.0
юр. лицо,списание средств,3499.37,наличный,Минск,Беларусбанк-UNLB-678,07-11-2016,05:41:27,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2520.73,безналичный,Минск,Беларусбанк-GNOL-144,30-03-2004,16:03:31,успешно,нет,0.0
физ. лицо,получение средств,818.1,наличный,Минск,БелАгропромбанк-XFWP-436,26-12-2002,06:07:51,успешно,нет,0.0
физ. лицо,получение средств,2371.79,безналичный,Минск,МаксБанк-CUOI-930,12-05-2016,06:41:58,успешно,нет,0.0
юр. лицо,получение средств,456.95,безналичный,Минск,Белинвестбанк-FTWO-208,30-10-2001,00:11:30,успешно,нет,0.0
физ. лицо,списание средств,3942.86,наличный,Минск,Белинвестбанк-ZDHN-350,25-01-2011,21:27:55,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2536.56,безналичный,Минск,БелАгропромбанк-NTDA-602,30-03-2009,04:31:02,успешно,нет,0.0
физ. лицо,списание средств,755.09,безналичный,Минск,Приорбанк-KAJN-101,23-04-2018,12:48:13,неправильный ввод пин-кода,да,72.47
физ. лицо,получение средств,2630.39,безналичный,Минск,Беларусбанк-VCOB-845,12-11-2017,17:25:18,успешно,нет,0.0
физ. лицо,получение средств,504.48,наличный,Минск,БелАгропромбанк-PTRL-600,23-06-2022,17:49:43,успешно,нет,0.0
юр. лицо,списание средств,1208.99,наличный,Минск,Приорбанк-CLHG-796,10-06-2008,04:08:08,неправильный ввод пин-кода,да,28.68
физ. лицо,списание средств,2837.25,безналичный,Минск,БелАгропромбанк-IURT-124,10-05-2020,02:23:32,недостаточно средств,да,116.71
юр. лицо,списание средств,2122.0,наличный,Минск,МаксБанк-KDJK-233,11-01-2015,22:24:05,недостаточно средств,нет,0.0
юр. лицо,списание средств,4819.97,наличный,Минск,Беларусбанк-QMXF-524,01-02-2022,13:56:03,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,928.67,наличный,Минск,БелАгропромбанк-KKXD-690,07-05-2003,21:15:41,успешно,нет,0.0
юр. лицо,получение средств,4798.67,наличный,Минск,БелАгропромбанк-SKNO-263,02-06-2011,12:25:15,успешно,нет,0.0
физ. лицо,списание средств,1841.62,наличный,Минск,Белинвестбанк-JEYW-568,21-07-2005,11:11:16,недостаточно средств,нет,0.0
физ. лицо,списание средств,2498.57,безналичный,Минск,Приорбанк-FZRE-441,16-01-2004,04:52:33,успешно,нет,0.0
физ. лицо,списание средств,23.61,наличный,Минск,Приорбанк-NEEQ-875,01-01-2010,01:31:50,недостаточно средств,да,1.64
физ. лицо,списание средств,3595.49,наличный,Минск,МаксБанк-DLSP-568,02-01-2017,18:23:06,успешно,нет,0.0
физ. лицо,списание средств,3873.18,безналичный,Минск,МаксБанк-ZBCJ-251,17-08-2005,10:58:08,успешно,да,141.7
физ. лицо,списание средств,4522.82,наличный,Минск,Белинвестбанк-IQNE-131,10-09-2004,23:24:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4825.07,безналичный,Минск,Беларусбанк-QTRV-389,26-05-2019,14:28:47,успешно,да,294.99
юр. лицо,получение средств,2858.34,безналичный,Минск,БелАгропромбанк-UXHX-087,22-09-2005,03:29:21,успешно,нет,0.0
юр. лицо,списание средств,3156.61,наличный,Минск,МаксБанк-DTRF-296,02-01-2021,22:49:42,успешно,нет,0.0
юр. лицо,списание средств,2725.38,наличный,Минск,БелАгропромбанк-XGQA-276,17-11-2008,15:25:02,успешно,нет,0.0
юр. лицо,списание средств,3461.33,безналичный,Минск,Белинвестбанк-UFGN-828,02-08-2000,03:10:24,успешно,да,332.21
физ. лицо,получение средств,3200.23,безналичный,Минск,Беларусбанк-COFR-104,22-03-2017,10:26:19,успешно,нет,0.0
юр. лицо,списание средств,4563.25,наличный,Минск,Беларусбанк-OQWM-689,10-09-2004,17:48:41,недостаточно средств,нет,0.0
юр. лицо,получение средств,1843.06,наличный,Минск,БелАгропромбанк-BVNG-367,08-01-2010,14:11:46,успешно,нет,0.0
юр. лицо,списание средств,2810.43,безналичный,Минск,БелАгропромбанк-YDLR-618,01-06-2009,01:22:40,успешно,да,228.71
физ. лицо,списание средств,2088.12,безналичный,Минск,МаксБанк-IUVR-536,06-02-2015,19:44:39,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3835.63,наличный,Минск,Белинвестбанк-ZIXS-248,19-10-2023,03:09:10,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,467.64,наличный,Минск,Белинвестбанк-XYQG-182,26-02-2004,16:40:43,успешно,нет,0.0
юр. лицо,получение средств,3840.54,безналичный,Минск,Белинвестбанк-KNUE-605,08-08-2005,13:02:46,успешно,нет,0.0
юр. лицо,списание средств,1659.15,безналичный,Минск,Беларусбанк-CVDZ-953,12-11-2020,19:00:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3150.65,наличный,Минск,Белинвестбанк-OQTZ-699,23-02-2009,17:34:15,успешно,нет,0.0
физ. лицо,списание средств,854.87,наличный,Минск,Белинвестбанк-BLFU-529,14-04-2003,03:47:54,недостаточно средств,да,58.35
физ. лицо,получение средств,977.38,безналичный,Минск,МаксБанк-IZDR-533,01-08-2022,21:08:43,успешно,нет,0.0
физ. лицо,списание средств,4388.99,безналичный,Минск,Беларусбанк-CAFL-988,10-09-2021,15:36:03,успешно,да,49.11
физ. лицо,получение средств,3074.74,безналичный,Минск,БелАгропромбанк-PSSF-320,15-11-2000,21:57:38,успешно,нет,0.0
юр. лицо,получение средств,4831.61,безналичный,Минск,МаксБанк-LYUT-370,02-12-2012,20:16:46,успешно,нет,0.0
юр. лицо,списание средств,4646.97,безналичный,Минск,Беларусбанк-BUUV-044,18-09-2012,18:19:04,недостаточно средств,нет,0.0
физ. лицо,списание средств,1141.24,безналичный,Минск,БелАгропромбанк-NHNQ-734,04-04-2021,11:18:28,недостаточно средств,нет,0.0
физ. лицо,получение средств,1677.1,безналичный,Минск,МаксБанк-BEZV-473,24-07-2012,19:12:44,успешно,нет,0.0
юр. лицо,получение средств,520.31,наличный,Минск,Приорбанк-QPCR-624,22-02-2002,08:02:50,успешно,нет,0.0
юр. лицо,получение средств,1442.24,безналичный,Минск,МаксБанк-FLQX-947,17-12-2011,00:15:30,успешно,нет,0.0
юр. лицо,списание средств,4050.69,безналичный,Минск,Беларусбанк-UVDR-547,02-10-2005,10:39:31,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1193.21,наличный,Минск,МаксБанк-RMAW-268,09-02-2013,18:38:01,недостаточно средств,да,106.33
физ. лицо,получение средств,3088.29,безналичный,Минск,Белинвестбанк-IAXL-840,23-03-2013,17:15:16,успешно,нет,0.0
юр. лицо,списание средств,658.29,наличный,Минск,Приорбанк-EOOE-734,05-04-2001,08:54:19,успешно,да,22.58
юр. лицо,получение средств,2175.97,безналичный,Минск,Приорбанк-JIBM-971,17-04-2019,09:14:28,успешно,нет,0.0
физ. лицо,списание средств,4239.32,наличный,Минск,Белинвестбанк-NAVE-210,13-07-2020,21:39:20,недостаточно средств,да,170.95
юр. лицо,списание средств,3729.99,наличный,Минск,Беларусбанк-GMTD-468,06-01-2005,00:59:08,неправильный ввод пин-кода,да,58.48
физ. лицо,получение средств,4469.25,наличный,Минск,МаксБанк-HPMV-060,27-03-2021,17:01:15,успешно,нет,0.0
юр. лицо,получение средств,4553.48,безналичный,Минск,Приорбанк-NZOZ-855,14-07-2020,08:45:07,успешно,нет,0.0
физ. лицо,списание средств,1375.05,наличный,Минск,БелАгропромбанк-XMNW-404,03-06-2011,09:18:20,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4454.7,безналичный,Минск,БелАгропромбанк-WPAJ-702,17-10-2014,09:37:08,успешно,нет,0.0
физ. лицо,списание средств,114.92,наличный,Минск,МаксБанк-LZKI-811,22-12-2017,00:49:55,недостаточно средств,да,1.39
юр. лицо,получение средств,2731.37,безналичный,Минск,Беларусбанк-IHLK-093,02-06-2013,18:41:14,успешно,нет,0.0
юр. лицо,получение средств,1458.3,безналичный,Минск,МаксБанк-AYWS-947,08-07-2017,13:36:17,успешно,нет,0.0
физ. лицо,списание средств,1986.4,наличный,Минск,МаксБанк-FGWF-863,07-05-2016,23:52:17,успешно,нет,0.0
юр. лицо,списание средств,4308.54,безналичный,Минск,Белинвестбанк-VYWY-166,26-08-2022,19:11:33,неправильный ввод пин-кода,да,233.29
юр. лицо,списание средств,636.06,безналичный,Минск,МаксБанк-AGLU-091,26-03-2020,15:10:17,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2858.19,безналичный,Минск,Беларусбанк-QTYE-031,03-08-2022,02:55:03,успешно,нет,0.0
физ. лицо,получение средств,4636.02,безналичный,Минск,МаксБанк-XHUI-017,22-04-2008,13:02:25,успешно,нет,0.0
физ. лицо,получение средств,2582.37,наличный,Минск,Белинвестбанк-FRYN-922,12-10-2018,18:27:54,успешно,нет,0.0
юр. лицо,получение средств,4911.49,наличный,Минск,Беларусбанк-MMFK-545,27-02-2007,21:18:43,успешно,нет,0.0
юр. лицо,списание средств,3536.04,наличный,Минск,МаксБанк-UCTH-046,16-08-2020,11:45:51,успешно,да,76.01
юр. лицо,получение средств,2500.89,безналичный,Минск,БелАгропромбанк-VCLQ-857,12-06-2010,07:21:56,успешно,нет,0.0
юр. лицо,списание средств,2321.12,безналичный,Минск,Беларусбанк-TZZW-056,28-03-2015,03:44:23,неправильный ввод пин-кода,да,169.24
физ. лицо,получение средств,2107.41,безналичный,Минск,БелАгропромбанк-UOEV-643,26-07-2012,06:18:51,успешно,нет,0.0
юр. лицо,списание средств,3704.03,наличный,Минск,Беларусбанк-VHBO-643,06-03-2018,00:46:52,недостаточно средств,нет,0.0
физ. лицо,списание средств,141.11,наличный,Минск,Белинвестбанк-IZYI-038,21-07-2020,23:26:39,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2834.88,наличный,Минск,Белинвестбанк-BPJR-745,30-03-2021,11:26:53,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1506.08,наличный,Минск,Беларусбанк-ODDP-678,24-05-2019,19:51:06,успешно,нет,0.0
юр. лицо,списание средств,1286.14,наличный,Минск,Беларусбанк-WHVW-799,26-06-2022,00:18:35,недостаточно средств,да,15.81
юр. лицо,получение средств,1119.4,наличный,Минск,Беларусбанк-YLSQ-237,14-10-2018,10:20:48,успешно,нет,0.0
юр. лицо,списание средств,1469.9,наличный,Минск,Белинвестбанк-UFDB-491,15-07-2017,07:30:00,недостаточно средств,нет,0.0
юр. лицо,получение средств,887.1,наличный,Минск,Приорбанк-UFCD-757,05-01-2024,19:57:43,успешно,нет,0.0
юр. лицо,списание средств,783.65,безналичный,Минск,Беларусбанк-VQWH-993,08-07-2004,04:35:02,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2419.06,безналичный,Минск,БелАгропромбанк-EISE-455,12-10-2021,05:59:51,успешно,нет,0.0
юр. лицо,получение средств,3623.5,безналичный,Минск,Приорбанк-UOKG-471,23-08-2005,06:59:12,успешно,нет,0.0
юр. лицо,получение средств,4804.08,безналичный,Минск,Белинвестбанк-CYYF-343,02-03-2001,05:57:48,успешно,нет,0.0
юр. лицо,списание средств,302.73,безналичный,Минск,Приорбанк-LAQW-048,11-10-2015,14:56:00,недостаточно средств,да,4.89
физ. лицо,получение средств,4377.19,наличный,Минск,БелАгропромбанк-GYYA-056,01-07-2019,08:37:23,успешно,нет,0.0
физ. лицо,получение средств,2481.0,наличный,Минск,БелАгропромбанк-IRXV-299,05-06-2020,18:53:34,успешно,нет,0.0
физ. лицо,получение средств,2122.3,безналичный,Минск,Белинвестбанк-TAKY-014,12-01-2019,04:06:47,успешно,нет,0.0
физ. лицо,списание средств,1714.5,безналичный,Минск,МаксБанк-NSYN-226,13-06-2022,07:32:02,недостаточно средств,нет,0.0
юр. лицо,получение средств,1416.28,наличный,Минск,БелАгропромбанк-MDPI-129,14-02-2001,16:16:16,успешно,нет,0.0
юр. лицо,получение средств,2036.48,безналичный,Минск,Приорбанк-FIZC-200,08-06-2000,16:46:33,успешно,нет,0.0
физ. лицо,получение средств,3551.89,безналичный,Минск,Приорбанк-HBPT-181,04-12-2007,13:05:17,успешно,нет,0.0
физ. лицо,получение средств,1843.14,безналичный,Минск,Приорбанк-ATIC-046,23-07-2016,15:13:01,успешно,нет,0.0
физ. лицо,получение средств,2338.16,безналичный,Минск,Приорбанк-IQOT-161,24-07-2007,07:22:39,успешно,нет,0.0
юр. лицо,списание средств,1911.88,наличный,Минск,Приорбанк-HSOO-038,18-08-2000,15:11:36,неправильный ввод пин-кода,да,181.15
физ. лицо,списание средств,2445.34,безналичный,Минск,Приорбанк-GLLD-082,01-01-2008,13:39:27,успешно,да,152.13
физ. лицо,получение средств,2613.7,безналичный,Минск,Приорбанк-KFDN-011,16-01-2008,20:33:27,успешно,нет,0.0
юр. лицо,получение средств,246.32,наличный,Минск,БелАгропромбанк-RAUB-670,28-02-2016,21:46:06,успешно,нет,0.0
физ. лицо,получение средств,271.28,безналичный,Минск,Приорбанк-ATUW-602,28-08-2014,19:28:53,успешно,нет,0.0
физ. лицо,получение средств,4183.58,безналичный,Минск,Приорбанк-FATX-355,04-03-2010,13:17:56,успешно,нет,0.0
юр. лицо,получение средств,4951.32,наличный,Минск,Приорбанк-XFMR-801,06-12-2018,06:13:04,успешно,нет,0.0
физ. лицо,получение средств,4768.32,безналичный,Минск,Беларусбанк-ATDB-265,16-01-2016,15:44:46,успешно,нет,0.0
физ. лицо,списание средств,1241.6,наличный,Минск,МаксБанк-IWHK-742,01-04-2024,05:12:42,неправильный ввод пин-кода,да,22.06
юр. лицо,получение средств,4743.51,наличный,Минск,БелАгропромбанк-ARYU-266,21-08-2007,02:00:02,успешно,нет,0.0
юр. лицо,получение средств,354.67,наличный,Минск,МаксБанк-PHYM-077,19-04-2024,03:42:35,успешно,нет,0.0
юр. лицо,списание средств,1614.51,безналичный,Минск,Приорбанк-VOXN-060,20-06-2022,15:52:49,неправильный ввод пин-кода,да,53.25
физ. лицо,списание средств,2546.85,наличный,Минск,Беларусбанк-KPWD-980,07-07-2003,03:14:15,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2641.49,безналичный,Минск,БелАгропромбанк-PMFZ-550,04-08-2007,16:31:52,успешно,нет,0.0
юр. лицо,получение средств,3945.37,наличный,Минск,МаксБанк-XYHB-339,17-06-2005,06:51:09,успешно,нет,0.0
физ. лицо,списание средств,4375.01,безналичный,Минск,Приорбанк-LQMP-985,25-02-2023,09:29:09,успешно,да,357.9
физ. лицо,получение средств,4887.03,безналичный,Минск,Приорбанк-GOIX-785,11-07-2022,12:39:12,успешно,нет,0.0
юр. лицо,получение средств,292.75,наличный,Минск,МаксБанк-ZWBR-948,01-06-2017,00:28:42,успешно,нет,0.0
юр. лицо,получение средств,91.04,безналичный,Минск,Приорбанк-ACYC-456,04-01-2023,00:36:45,успешно,нет,0.0
юр. лицо,получение средств,4824.95,безналичный,Минск,Белинвестбанк-TNJS-996,18-01-2017,16:47:31,успешно,нет,0.0
юр. лицо,списание средств,108.05,безналичный,Минск,Белинвестбанк-VGTX-374,02-07-2004,15:25:54,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2440.25,безналичный,Минск,БелАгропромбанк-QAFA-936,09-05-2016,03:08:55,недостаточно средств,да,87.17
юр. лицо,получение средств,1804.36,наличный,Минск,БелАгропромбанк-ODYO-099,27-01-2024,15:50:12,успешно,нет,0.0
юр. лицо,получение средств,777.68,безналичный,Минск,МаксБанк-DDXN-471,23-02-2013,03:00:36,успешно,нет,0.0
физ. лицо,списание средств,2005.92,наличный,Минск,БелАгропромбанк-TPKQ-337,08-11-2020,16:20:38,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2752.92,безналичный,Минск,БелАгропромбанк-DXXW-639,11-01-2002,02:54:03,недостаточно средств,да,111.46
физ. лицо,получение средств,4167.49,безналичный,Минск,Белинвестбанк-WGVI-762,16-03-2001,10:17:34,успешно,нет,0.0
физ. лицо,списание средств,491.82,наличный,Минск,БелАгропромбанк-XLJN-866,24-12-2015,05:19:03,успешно,да,20.36
физ. лицо,списание средств,216.61,безналичный,Минск,Белинвестбанк-NZHF-434,14-11-2008,04:16:34,недостаточно средств,нет,0.0
юр. лицо,получение средств,1181.14,безналичный,Минск,БелАгропромбанк-GZQG-297,17-06-2021,13:09:16,успешно,нет,0.0
юр. лицо,получение средств,4337.11,наличный,Минск,Приорбанк-KYLX-964,12-06-2013,08:04:14,успешно,нет,0.0
юр. лицо,списание средств,92.6,безналичный,Минск,МаксБанк-HORG-384,15-11-2017,20:45:16,успешно,да,4.09
физ. лицо,получение средств,2657.54,безналичный,Минск,Беларусбанк-QFGI-812,24-08-2007,13:33:01,успешно,нет,0.0
юр. лицо,списание средств,3094.61,безналичный,Минск,Приорбанк-KAIH-266,19-06-2010,00:40:57,успешно,нет,0.0
физ. лицо,списание средств,1956.6,наличный,Минск,БелАгропромбанк-BCCJ-766,07-08-2010,21:41:31,успешно,да,63.11
физ. лицо,списание средств,2257.76,безналичный,Минск,Беларусбанк-LAUZ-817,23-01-2013,18:36:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1312.24,наличный,Минск,Беларусбанк-IVKQ-951,20-04-2007,11:48:22,успешно,нет,0.0
юр. лицо,списание средств,4577.1,безналичный,Минск,Приорбанк-SMMM-578,15-11-2001,00:38:59,неправильный ввод пин-кода,да,195.72
юр. лицо,получение средств,4396.77,безналичный,Минск,Приорбанк-KJXC-626,12-05-2021,20:52:09,успешно,нет,0.0
физ. лицо,списание средств,1360.45,безналичный,Минск,Беларусбанк-FMMF-203,18-12-2006,14:21:53,успешно,нет,0.0
физ. лицо,получение средств,4782.82,безналичный,Минск,Белинвестбанк-JTTP-796,18-07-2012,11:29:51,успешно,нет,0.0
юр. лицо,списание средств,2256.25,наличный,Минск,МаксБанк-ROOQ-685,03-04-2002,15:12:26,недостаточно средств,нет,0.0
юр. лицо,списание средств,265.8,наличный,Минск,Беларусбанк-JHIV-420,10-11-2002,15:15:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1781.42,наличный,Минск,Приорбанк-DPKE-978,20-02-2005,06:19:34,успешно,нет,0.0
физ. лицо,получение средств,997.49,безналичный,Минск,Беларусбанк-JSRA-656,25-02-2010,04:56:42,успешно,нет,0.0
физ. лицо,списание средств,1969.07,наличный,Минск,БелАгропромбанк-EHLK-830,29-12-2010,01:44:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,68.55,безналичный,Минск,МаксБанк-MJGI-332,18-04-2005,13:24:51,успешно,нет,0.0
физ. лицо,получение средств,961.34,безналичный,Минск,Беларусбанк-YZRK-438,20-10-2020,10:08:27,успешно,нет,0.0
юр. лицо,получение средств,59.22,наличный,Минск,Приорбанк-VLOI-432,13-06-2015,16:55:55,успешно,нет,0.0
физ. лицо,получение средств,4123.65,наличный,Минск,Приорбанк-SMHW-117,19-03-2001,16:20:06,успешно,нет,0.0
юр. лицо,получение средств,3183.55,наличный,Минск,Белинвестбанк-HPLM-932,13-11-2004,17:25:42,успешно,нет,0.0
физ. лицо,получение средств,4657.13,наличный,Минск,Приорбанк-TRJB-951,11-10-2014,07:13:03,успешно,нет,0.0
юр. лицо,получение средств,1748.04,безналичный,Минск,Приорбанк-TYVH-325,04-11-2002,03:03:21,успешно,нет,0.0
физ. лицо,списание средств,2300.5,наличный,Минск,Белинвестбанк-XSHK-361,01-09-2011,15:56:41,успешно,да,224.31
физ. лицо,списание средств,2064.03,наличный,Минск,Приорбанк-GKRN-064,11-12-2020,14:44:00,недостаточно средств,да,84.79
физ. лицо,получение средств,1058.86,безналичный,Минск,Приорбанк-RGCI-946,11-01-2022,19:53:02,успешно,нет,0.0
юр. лицо,списание средств,2555.09,наличный,Минск,Белинвестбанк-VCAC-965,18-04-2023,03:39:29,недостаточно средств,нет,0.0
физ. лицо,получение средств,4748.4,безналичный,Минск,Приорбанк-EGSR-737,27-01-2005,21:39:36,успешно,нет,0.0
юр. лицо,получение средств,3807.43,безналичный,Минск,Беларусбанк-SNVW-600,22-07-2018,06:24:22,успешно,нет,0.0
физ. лицо,получение средств,697.13,наличный,Минск,МаксБанк-CYGU-496,08-03-2000,21:41:16,успешно,нет,0.0
юр. лицо,списание средств,3509.02,безналичный,Минск,Приорбанк-IQTE-106,16-09-2023,22:43:43,успешно,нет,0.0
физ. лицо,получение средств,2631.42,наличный,Минск,Приорбанк-XISM-199,24-08-2024,14:25:38,успешно,нет,0.0
юр. лицо,списание средств,2362.53,наличный,Минск,Белинвестбанк-XRKH-773,19-11-2004,11:49:13,успешно,да,214.24
юр. лицо,получение средств,3040.97,наличный,Минск,БелАгропромбанк-USIR-461,31-08-2009,06:12:38,успешно,нет,0.0
юр. лицо,списание средств,23.06,безналичный,Минск,Беларусбанк-HQIK-186,19-11-2016,10:19:44,неправильный ввод пин-кода,да,2.22
юр. лицо,получение средств,1817.24,безналичный,Минск,МаксБанк-NCRJ-429,08-03-2001,18:06:46,успешно,нет,0.0
юр. лицо,списание средств,456.12,безналичный,Минск,Приорбанк-VVNC-225,08-01-2002,09:36:40,недостаточно средств,нет,0.0
юр. лицо,получение средств,607.71,безналичный,Минск,БелАгропромбанк-KQYT-778,13-07-2020,16:49:41,успешно,нет,0.0
юр. лицо,списание средств,2693.12,безналичный,Минск,Приорбанк-MFTB-327,07-11-2021,06:18:58,неправильный ввод пин-кода,да,113.76
юр. лицо,списание средств,788.73,наличный,Минск,Беларусбанк-TTVF-310,17-12-2004,20:51:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4228.3,наличный,Минск,Белинвестбанк-RZMZ-065,29-04-2011,19:51:38,неправильный ввод пин-кода,да,401.21
юр. лицо,получение средств,3958.81,безналичный,Минск,МаксБанк-IDSY-147,28-07-2022,22:24:30,успешно,нет,0.0
физ. лицо,получение средств,4660.51,безналичный,Минск,Беларусбанк-IJLI-914,06-07-2006,21:14:58,успешно,нет,0.0
физ. лицо,получение средств,4163.4,безналичный,Минск,БелАгропромбанк-XUVY-181,16-04-2002,02:36:53,успешно,нет,0.0
юр. лицо,списание средств,4601.68,наличный,Минск,Белинвестбанк-DQKN-540,21-03-2012,15:58:25,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4325.98,наличный,Минск,БелАгропромбанк-EOTI-991,29-09-2009,17:42:17,успешно,нет,0.0
юр. лицо,списание средств,1775.22,наличный,Минск,БелАгропромбанк-WTEN-720,16-01-2006,08:07:08,успешно,да,128.95
физ. лицо,получение средств,3468.84,безналичный,Минск,МаксБанк-CPTP-632,14-04-2014,21:24:34,успешно,нет,0.0
физ. лицо,получение средств,2360.58,безналичный,Минск,БелАгропромбанк-YAJE-500,07-08-2005,13:21:32,успешно,нет,0.0
юр. лицо,списание средств,2309.69,наличный,Минск,МаксБанк-CQBP-431,03-01-2020,07:45:20,успешно,да,155.83
юр. лицо,списание средств,909.89,наличный,Минск,МаксБанк-WGYF-047,26-08-2021,05:04:24,успешно,нет,0.0
